airline,flight_number,departure_city,destination_city,departure_time,arrival_time,duration
British Airways,BA 283,"Rome, Italy","Zurich, Switzerland",17:30,18:45,1h 15m
British Airways,BA 148,"Rome, Italy","Berlin, Germany",13:45,15:45,2h 0m
Ryanair,FR 562,"Rome, Italy","Berlin, Germany",15:30,17:30,2h 0m
Ryanair,FR 296,"Rome, Italy","Berlin, Germany",09:30,11:30,2h 0m
British Airways,BA 361,"Rome, Italy","Berlin, Germany",18:15,20:15,2h 0m
KLM,KL 664,"Rome, Italy","Munich, Germany",15:30,17:30,2h 0m
Ryanair,FR 888,"Rome, Italy","Munich, Germany",10:45,12:45,2h 0m
KLM,KL 203,"Rome, Italy","Munich, Germany",13:00,15:00,2h 0m
British Airways,BA 451,"Rome, Italy","Munich, Germany",08:30,10:30,2h 0m
KLM,KL 859,"Rome, Italy","Paris, France",14:00,16:00,2h 0m
Lufthansa,LH 136,"Rome, Italy","Paris, France",13:30,15:30,2h 0m
British Airways,BA 193,"Rome, Italy","Paris, France",15:15,17:15,2h 0m
Lufthansa,LH 290,"Rome, Italy","Paris, France",20:30,22:30,2h 0m
Ryanair,FR 728,"Rome, Italy","Istanbul, Turkey",16:00,20:00,4h 0m
Ryanair,FR 226,"Rome, Italy","Istanbul, Turkey",10:15,14:15,4h 0m
Ryanair,FR 902,"Rome, Italy","Istanbul, Turkey",18:15,22:15,4h 0m
Lufthansa,LH 973,"Rome, Italy","Istanbul, Turkey",16:45,20:45,4h 0m
Ryanair,FR 928,"Rome, Italy","Athens, Greece",15:45,19:45,4h 0m
British Airways,BA 347,"Rome, Italy","Athens, Greece",21:00,01:00,4h 0m
KLM,KL 421,"Rome, Italy","Athens, Greece",10:00,14:00,4h 0m
British Airways,BA 768,"Rome, Italy","Athens, Greece",08:00,12:00,4h 0m
KLM,KL 646,"Rome, Italy","Oslo, Norway",08:45,12:45,4h 0m
EasyJet,U2 478,"Rome, Italy","Oslo, Norway",10:15,14:15,4h 0m
KLM,KL 638,"Rome, Italy","Oslo, Norway",13:30,17:30,4h 0m
British Airways,BA 162,"Rome, Italy","Oslo, Norway",14:30,18:30,4h 0m
KLM,KL 917,"Rome, Italy","Copenhagen, Denmark",19:45,23:15,3h 30m
EasyJet,U2 544,"Rome, Italy","Copenhagen, Denmark",11:00,14:30,3h 30m
KLM,KL 833,"Rome, Italy","Copenhagen, Denmark",18:15,21:45,3h 30m
Lufthansa,LH 641,"Rome, Italy","Copenhagen, Denmark",17:15,20:45,3h 30m
Ryanair,FR 881,"Rome, Italy","Budapest, Hungary",21:30,01:00,3h 30m
KLM,KL 110,"Rome, Italy","Budapest, Hungary",10:45,14:15,3h 30m
Ryanair,FR 923,"Rome, Italy","Budapest, Hungary",15:45,19:15,3h 30m
KLM,KL 351,"Rome, Italy","Budapest, Hungary",06:30,10:00,3h 30m
British Airways,BA 688,"Rome, Italy","Krakow, Poland",10:00,14:00,4h 0m
KLM,KL 787,"Rome, Italy","Krakow, Poland",11:30,15:30,4h 0m
KLM,KL 439,"Rome, Italy","Krakow, Poland",22:45,02:45,4h 0m
Lufthansa,LH 298,"Rome, Italy","Krakow, Poland",15:45,19:45,4h 0m
British Airways,BA 702,"Rome, Italy","Vienna, Austria",13:00,17:00,4h 0m
EasyJet,U2 702,"Rome, Italy","Vienna, Austria",18:00,22:00,4h 0m
KLM,KL 273,"Rome, Italy","Vienna, Austria",16:15,20:15,4h 0m
KLM,KL 603,"Rome, Italy","Vienna, Austria",09:30,13:30,4h 0m
Ryanair,FR 138,"Rome, Italy","Prague, Czech Republic",21:15,01:15,4h 0m
Lufthansa,LH 810,"Rome, Italy","Prague, Czech Republic",16:30,20:30,4h 0m
British Airways,BA 509,"Rome, Italy","Prague, Czech Republic",17:15,21:15,4h 0m
Lufthansa,LH 747,"Rome, Italy","Prague, Czech Republic",20:15,00:15,4h 0m
British Airways,BA 299,"Florence, Italy","London, UK",22:30,00:00,1h 30m
Ryanair,FR 519,"Florence, Italy","London, UK",07:15,08:45,1h 30m
Ryanair,FR 602,"Florence, Italy","London, UK",14:15,15:45,1h 30m
EasyJet,U2 729,"Florence, Italy","London, UK",10:30,12:00,1h 30m
EasyJet,U2 664,"Florence, Italy","Edinburgh, UK",06:15,08:15,2h 0m
Lufthansa,LH 140,"Florence, Italy","Edinburgh, UK",08:00,10:00,2h 0m
Ryanair,FR 857,"Florence, Italy","Edinburgh, UK",07:15,09:15,2h 0m
British Airways,BA 779,"Florence, Italy","Edinburgh, UK",06:00,08:00,2h 0m
EasyJet,U2 320,"Florence, Italy","Dublin, Ireland",17:00,19:00,2h 0m
Ryanair,FR 951,"Florence, Italy","Dublin, Ireland",11:00,13:00,2h 0m
EasyJet,U2 928,"Florence, Italy","Dublin, Ireland",07:15,09:15,2h 0m
EasyJet,U2 844,"Florence, Italy","Dublin, Ireland",08:30,10:30,2h 0m
EasyJet,U2 196,"Florence, Italy","Brussels, Belgium",12:45,14:45,2h 0m
Lufthansa,LH 736,"Florence, Italy","Brussels, Belgium",08:15,10:15,2h 0m
British Airways,BA 416,"Florence, Italy","Brussels, Belgium",11:00,13:00,2h 0m
KLM,KL 728,"Florence, Italy","Brussels, Belgium",07:00,09:00,2h 0m
EasyJet,U2 633,"Florence, Italy","Bruges, Belgium",21:30,23:30,2h 0m
Lufthansa,LH 665,"Florence, Italy","Bruges, Belgium",16:30,18:30,2h 0m
Lufthansa,LH 922,"Florence, Italy","Bruges, Belgium",09:15,11:15,2h 0m
KLM,KL 905,"Florence, Italy","Bruges, Belgium",17:45,19:45,2h 0m
KLM,KL 516,"Florence, Italy","Amsterdam, Netherlands",20:00,22:00,2h 0m
Ryanair,FR 357,"Florence, Italy","Amsterdam, Netherlands",08:45,10:45,2h 0m
Lufthansa,LH 303,"Florence, Italy","Amsterdam, Netherlands",11:00,13:00,2h 0m
British Airways,BA 857,"Florence, Italy","Amsterdam, Netherlands",14:30,16:30,2h 0m
Ryanair,FR 830,"Florence, Italy","Rome, Italy",14:00,15:15,1h 15m
KLM,KL 885,"Florence, Italy","Rome, Italy",07:30,08:45,1h 15m
British Airways,BA 131,"Florence, Italy","Rome, Italy",08:15,09:30,1h 15m
Ryanair,FR 847,"Florence, Italy","Rome, Italy",06:15,07:30,1h 15m
Ryanair,FR 842,"Florence, Italy","Venice, Italy",07:30,08:45,1h 15m
British Airways,BA 157,"Florence, Italy","Venice, Italy",14:45,16:00,1h 15m
British Airways,BA 552,"Florence, Italy","Venice, Italy",16:30,17:45,1h 15m
EasyJet,U2 211,"Florence, Italy","Venice, Italy",19:15,20:30,1h 15m
EasyJet,U2 928,"Florence, Italy","Milan, Italy",21:15,22:45,1h 30m
Ryanair,FR 862,"Florence, Italy","Milan, Italy",16:45,18:15,1h 30m
Lufthansa,LH 479,"Florence, Italy","Milan, Italy",15:00,16:30,1h 30m
British Airways,BA 340,"Florence, Italy","Milan, Italy",10:15,11:45,1h 30m
KLM,KL 164,"Florence, Italy","Barcelona, Spain",09:30,11:00,1h 30m
EasyJet,U2 839,"Florence, Italy","Barcelona, Spain",06:45,08:15,1h 30m
Ryanair,FR 693,"Florence, Italy","Barcelona, Spain",22:30,00:00,1h 30m
Lufthansa,LH 814,"Florence, Italy","Barcelona, Spain",07:45,09:15,1h 30m
EasyJet,U2 687,"Florence, Italy","Madrid, Spain",07:30,08:45,1h 15m
British Airways,BA 209,"Florence, Italy","Madrid, Spain",07:15,08:30,1h 15m
EasyJet,U2 289,"Florence, Italy","Madrid, Spain",07:00,08:15,1h 15m
Lufthansa,LH 386,"Florence, Italy","Madrid, Spain",11:45,13:00,1h 15m
KLM,KL 749,"Florence, Italy","Lisbon, Portugal",14:15,15:45,1h 30m
Lufthansa,LH 530,"Florence, Italy","Lisbon, Portugal",15:45,17:15,1h 30m
Lufthansa,LH 555,"Florence, Italy","Lisbon, Portugal",22:30,00:00,1h 30m
EasyJet,U2 651,"Florence, Italy","Lisbon, Portugal",21:15,22:45,1h 30m
KLM,KL 605,"Florence, Italy","Zurich, Switzerland",22:15,23:30,1h 15m
KLM,KL 798,"Florence, Italy","Zurich, Switzerland",13:15,14:30,1h 15m
Ryanair,FR 317,"Florence, Italy","Zurich, Switzerland",20:15,21:30,1h 15m
Lufthansa,LH 964,"Florence, Italy","Zurich, Switzerland",22:30,23:45,1h 15m
Ryanair,FR 483,"Florence, Italy","Berlin, Germany",11:30,13:30,2h 0m
Lufthansa,LH 499,"Florence, Italy","Berlin, Germany",07:00,09:00,2h 0m
EasyJet,U2 120,"Florence, Italy","Berlin, Germany",15:00,17:00,2h 0m
EasyJet,U2 881,"Florence, Italy","Berlin, Germany",18:00,20:00,2h 0m
EasyJet,U2 319,"Florence, Italy","Munich, Germany",11:15,13:15,2h 0m
Ryanair,FR 696,"Florence, Italy","Munich, Germany",22:30,00:30,2h 0m
British Airways,BA 657,"Florence, Italy","Munich, Germany",08:15,10:15,2h 0m
Ryanair,FR 826,"Florence, Italy","Munich, Germany",12:00,14:00,2h 0m
Lufthansa,LH 257,"Florence, Italy","Paris, France",18:00,20:00,2h 0m
KLM,KL 823,"Florence, Italy","Paris, France",19:30,21:30,2h 0m
KLM,KL 699,"Florence, Italy","Paris, France",20:15,22:15,2h 0m
Lufthansa,LH 106,"Florence, Italy","Paris, France",14:15,16:15,2h 0m
Ryanair,FR 248,"Florence, Italy","Istanbul, Turkey",15:30,19:30,4h 0m
Lufthansa,LH 737,"Florence, Italy","Istanbul, Turkey",22:45,02:45,4h 0m
British Airways,BA 379,"Florence, Italy","Istanbul, Turkey",13:30,17:30,4h 0m
Lufthansa,LH 424,"Florence, Italy","Istanbul, Turkey",08:30,12:30,4h 0m
EasyJet,U2 164,"Florence, Italy","Athens, Greece",06:30,10:30,4h 0m
Lufthansa,LH 833,"Florence, Italy","Athens, Greece",20:45,00:45,4h 0m
Ryanair,FR 714,"Florence, Italy","Athens, Greece",09:45,13:45,4h 0m
Ryanair,FR 306,"Florence, Italy","Athens, Greece",08:15,12:15,4h 0m
EasyJet,U2 738,"Florence, Italy","Oslo, Norway",13:30,17:30,4h 0m
KLM,KL 842,"Florence, Italy","Oslo, Norway",21:00,01:00,4h 0m
EasyJet,U2 669,"Florence, Italy","Oslo, Norway",09:15,13:15,4h 0m
Lufthansa,LH 879,"Florence, Italy","Oslo, Norway",18:30,22:30,4h 0m
Ryanair,FR 149,"Florence, Italy","Copenhagen, Denmark",13:45,17:45,4h 0m
EasyJet,U2 258,"Florence, Italy","Copenhagen, Denmark",19:00,23:00,4h 0m
KLM,KL 324,"Florence, Italy","Copenhagen, Denmark",15:00,19:00,4h 0m
British Airways,BA 578,"Florence, Italy","Copenhagen, Denmark",13:45,17:45,4h 0m
EasyJet,U2 178,"Florence, Italy","Budapest, Hungary",11:30,14:30,3h 0m
KLM,KL 387,"Florence, Italy","Budapest, Hungary",09:15,12:15,3h 0m
EasyJet,U2 853,"Florence, Italy","Budapest, Hungary",22:45,01:45,3h 0m
Lufthansa,LH 802,"Florence, Italy","Budapest, Hungary",09:15,12:15,3h 0m
EasyJet,U2 881,"Florence, Italy","Krakow, Poland",14:45,18:15,3h 30m
British Airways,BA 732,"Florence, Italy","Krakow, Poland",21:45,01:15,3h 30m
EasyJet,U2 648,"Florence, Italy","Krakow, Poland",19:45,23:15,3h 30m
EasyJet,U2 802,"Florence, Italy","Krakow, Poland",10:00,13:30,3h 30m
British Airways,BA 858,"Florence, Italy","Vienna, Austria",22:45,01:45,3h 0m
British Airways,BA 754,"Florence, Italy","Vienna, Austria",22:15,01:15,3h 0m
British Airways,BA 558,"Florence, Italy","Vienna, Austria",10:45,13:45,3h 0m
Lufthansa,LH 569,"Florence, Italy","Vienna, Austria",11:00,14:00,3h 0m
Lufthansa,LH 104,"Florence, Italy","Prague, Czech Republic",21:30,01:30,4h 0m
KLM,KL 400,"Florence, Italy","Prague, Czech Republic",20:30,00:30,4h 0m
British Airways,BA 423,"Florence, Italy","Prague, Czech Republic",20:00,00:00,4h 0m
Lufthansa,LH 103,"Florence, Italy","Prague, Czech Republic",09:45,13:45,4h 0m
KLM,KL 426,"Venice, Italy","London, UK",10:15,11:45,1h 30m
EasyJet,U2 986,"Venice, Italy","London, UK",18:45,20:15,1h 30m
KLM,KL 105,"Venice, Italy","London, UK",20:15,21:45,1h 30m
EasyJet,U2 257,"Venice, Italy","London, UK",19:30,21:00,1h 30m
British Airways,BA 470,"Venice, Italy","Edinburgh, UK",06:30,08:30,2h 0m
EasyJet,U2 886,"Venice, Italy","Edinburgh, UK",16:30,18:30,2h 0m
Lufthansa,LH 571,"Venice, Italy","Edinburgh, UK",21:30,23:30,2h 0m
KLM,KL 198,"Venice, Italy","Edinburgh, UK",20:15,22:15,2h 0m
British Airways,BA 218,"Venice, Italy","Dublin, Ireland",07:45,09:45,2h 0m
KLM,KL 133,"Venice, Italy","Dublin, Ireland",21:15,23:15,2h 0m
Lufthansa,LH 995,"Venice, Italy","Dublin, Ireland",12:00,14:00,2h 0m
KLM,KL 712,"Venice, Italy","Dublin, Ireland",15:15,17:15,2h 0m
British Airways,BA 141,"Venice, Italy","Brussels, Belgium",08:15,10:15,2h 0m
KLM,KL 906,"Venice, Italy","Brussels, Belgium",10:30,12:30,2h 0m
EasyJet,U2 671,"Venice, Italy","Brussels, Belgium",20:15,22:15,2h 0m
British Airways,BA 669,"Venice, Italy","Brussels, Belgium",07:00,09:00,2h 0m
EasyJet,U2 801,"Venice, Italy","Bruges, Belgium",17:00,19:00,2h 0m
British Airways,BA 237,"Venice, Italy","Bruges, Belgium",11:15,13:15,2h 0m
Lufthansa,LH 411,"Venice, Italy","Bruges, Belgium",08:00,10:00,2h 0m
KLM,KL 419,"Venice, Italy","Bruges, Belgium",11:45,13:45,2h 0m
KLM,KL 326,"Venice, Italy","Amsterdam, Netherlands",10:15,12:15,2h 0m
KLM,KL 485,"Venice, Italy","Amsterdam, Netherlands",17:30,19:30,2h 0m
British Airways,BA 405,"Venice, Italy","Amsterdam, Netherlands",14:30,16:30,2h 0m
Lufthansa,LH 592,"Venice, Italy","Amsterdam, Netherlands",08:45,10:45,2h 0m
British Airways,BA 610,"Venice, Italy","Rome, Italy",18:30,20:00,1h 30m
EasyJet,U2 558,"Venice, Italy","Rome, Italy",08:45,10:15,1h 30m
KLM,KL 180,"Venice, Italy","Rome, Italy",18:45,20:15,1h 30m
Lufthansa,LH 541,"Venice, Italy","Rome, Italy",13:30,15:00,1h 30m
Lufthansa,LH 376,"Venice, Italy","Florence, Italy",06:15,07:30,1h 15m
EasyJet,U2 819,"Venice, Italy","Florence, Italy",09:30,10:45,1h 15m
Ryanair,FR 996,"Venice, Italy","Florence, Italy",08:15,09:30,1h 15m
KLM,KL 530,"Venice, Italy","Florence, Italy",09:15,10:30,1h 15m
Ryanair,FR 408,"Venice, Italy","Milan, Italy",07:30,08:30,1h 0m
KLM,KL 529,"Venice, Italy","Milan, Italy",14:15,15:15,1h 0m
KLM,KL 589,"Venice, Italy","Milan, Italy",11:15,12:15,1h 0m
EasyJet,U2 454,"Venice, Italy","Milan, Italy",14:00,15:00,1h 0m
Lufthansa,LH 199,"Venice, Italy","Barcelona, Spain",14:15,15:45,1h 30m
Ryanair,FR 231,"Venice, Italy","Barcelona, Spain",07:15,08:45,1h 30m
Lufthansa,LH 526,"Venice, Italy","Barcelona, Spain",19:15,20:45,1h 30m
British Airways,BA 741,"Venice, Italy","Barcelona, Spain",11:45,13:15,1h 30m
KLM,KL 262,"Venice, Italy","Madrid, Spain",21:30,23:00,1h 30m
British Airways,BA 101,"Venice, Italy","Madrid, Spain",06:30,08:00,1h 30m
Lufthansa,LH 832,"Venice, Italy","Madrid, Spain",20:15,21:45,1h 30m
Ryanair,FR 720,"Venice, Italy","Madrid, Spain",15:30,17:00,1h 30m
Lufthansa,LH 139,"Venice, Italy","Lisbon, Portugal",22:30,23:30,1h 0m
British Airways,BA 460,"Venice, Italy","Lisbon, Portugal",15:00,16:00,1h 0m
British Airways,BA 549,"Venice, Italy","Lisbon, Portugal",06:45,07:45,1h 0m
EasyJet,U2 706,"Venice, Italy","Lisbon, Portugal",15:00,16:00,1h 0m
EasyJet,U2 828,"Venice, Italy","Zurich, Switzerland",19:00,20:15,1h 15m
British Airways,BA 773,"Venice, Italy","Zurich, Switzerland",13:00,14:15,1h 15m
British Airways,BA 873,"Venice, Italy","Zurich, Switzerland",11:00,12:15,1h 15m
EasyJet,U2 733,"Venice, Italy","Zurich, Switzerland",19:00,20:15,1h 15m
EasyJet,U2 977,"Venice, Italy","Berlin, Germany",13:15,15:15,2h 0m
British Airways,BA 882,"Venice, Italy","Berlin, Germany",06:45,08:45,2h 0m
KLM,KL 625,"Venice, Italy","Berlin, Germany",10:15,12:15,2h 0m
EasyJet,U2 875,"Venice, Italy","Berlin, Germany",19:30,21:30,2h 0m
EasyJet,U2 369,"Venice, Italy","Munich, Germany",16:00,18:00,2h 0m
Ryanair,FR 148,"Venice, Italy","Munich, Germany",17:45,19:45,2h 0m
Ryanair,FR 836,"Venice, Italy","Munich, Germany",18:00,20:00,2h 0m
Ryanair,FR 190,"Venice, Italy","Munich, Germany",22:30,00:30,2h 0m
KLM,KL 175,"Venice, Italy","Paris, France",18:00,20:00,2h 0m
Ryanair,FR 317,"Venice, Italy","Paris, France",06:00,08:00,2h 0m
EasyJet,U2 721,"Venice, Italy","Paris, France",21:00,23:00,2h 0m
EasyJet,U2 162,"Venice, Italy","Paris, France",10:45,12:45,2h 0m
Ryanair,FR 507,"Venice, Italy","Istanbul, Turkey",18:15,22:15,4h 0m
KLM,KL 861,"Venice, Italy","Istanbul, Turkey",22:15,02:15,4h 0m
Ryanair,FR 686,"Venice, Italy","Istanbul, Turkey",16:15,20:15,4h 0m
EasyJet,U2 865,"Venice, Italy","Istanbul, Turkey",19:30,23:30,4h 0m
EasyJet,U2 779,"Venice, Italy","Athens, Greece",20:30,00:30,4h 0m
Ryanair,FR 140,"Venice, Italy","Athens, Greece",20:45,00:45,4h 0m
EasyJet,U2 768,"Venice, Italy","Athens, Greece",20:45,00:45,4h 0m
British Airways,BA 863,"Venice, Italy","Athens, Greece",22:45,02:45,4h 0m
British Airways,BA 384,"Venice, Italy","Oslo, Norway",08:15,11:45,3h 30m
Ryanair,FR 147,"Venice, Italy","Oslo, Norway",12:30,16:00,3h 30m
EasyJet,U2 795,"Venice, Italy","Oslo, Norway",07:45,11:15,3h 30m
British Airways,BA 998,"Venice, Italy","Oslo, Norway",13:00,16:30,3h 30m
EasyJet,U2 371,"Venice, Italy","Copenhagen, Denmark",11:45,14:45,3h 0m
Ryanair,FR 263,"Venice, Italy","Copenhagen, Denmark",08:15,11:15,3h 0m
KLM,KL 251,"Venice, Italy","Copenhagen, Denmark",08:30,11:30,3h 0m
KLM,KL 275,"Venice, Italy","Copenhagen, Denmark",16:30,19:30,3h 0m
Lufthansa,LH 386,"Venice, Italy","Budapest, Hungary",19:00,22:30,3h 30m
Ryanair,FR 115,"Venice, Italy","Budapest, Hungary",14:30,18:00,3h 30m
British Airways,BA 622,"Venice, Italy","Budapest, Hungary",13:00,16:30,3h 30m
Lufthansa,LH 747,"Venice, Italy","Budapest, Hungary",07:30,11:00,3h 30m
KLM,KL 122,"Venice, Italy","Krakow, Poland",12:30,16:30,4h 0m
Lufthansa,LH 918,"Venice, Italy","Krakow, Poland",11:45,15:45,4h 0m
Lufthansa,LH 319,"Venice, Italy","Krakow, Poland",18:00,22:00,4h 0m
Lufthansa,LH 118,"Venice, Italy","Krakow, Poland",16:30,20:30,4h 0m
British Airways,BA 483,"Venice, Italy","Vienna, Austria",17:15,21:15,4h 0m
EasyJet,U2 383,"Venice, Italy","Vienna, Austria",20:45,00:45,4h 0m
KLM,KL 127,"Venice, Italy","Vienna, Austria",09:00,13:00,4h 0m
KLM,KL 322,"Venice, Italy","Vienna, Austria",10:45,14:45,4h 0m
British Airways,BA 522,"Venice, Italy","Prague, Czech Republic",09:45,12:45,3h 0m
Lufthansa,LH 554,"Venice, Italy","Prague, Czech Republic",19:30,22:30,3h 0m
Ryanair,FR 360,"Venice, Italy","Prague, Czech Republic",20:45,23:45,3h 0m
British Airways,BA 548,"Venice, Italy","Prague, Czech Republic",10:15,13:15,3h 0m
EasyJet,U2 440,"Milan, Italy","London, UK",06:00,07:30,1h 30m
Ryanair,FR 273,"Milan, Italy","London, UK",20:15,21:45,1h 30m
KLM,KL 189,"Milan, Italy","London, UK",22:15,23:45,1h 30m
Lufthansa,LH 514,"Milan, Italy","London, UK",12:00,13:30,1h 30m
Ryanair,FR 147,"Milan, Italy","Edinburgh, UK",17:30,19:30,2h 0m
KLM,KL 740,"Milan, Italy","Edinburgh, UK",21:15,23:15,2h 0m
British Airways,BA 584,"Milan, Italy","Edinburgh, UK",17:00,19:00,2h 0m
British Airways,BA 903,"Milan, Italy","Edinburgh, UK",19:45,21:45,2h 0m
KLM,KL 119,"Milan, Italy","Dublin, Ireland",07:30,09:30,2h 0m
KLM,KL 887,"Milan, Italy","Dublin, Ireland",15:15,17:15,2h 0m
Ryanair,FR 703,"Milan, Italy","Dublin, Ireland",22:15,00:15,2h 0m
Lufthansa,LH 997,"Milan, Italy","Dublin, Ireland",13:15,15:15,2h 0m
Lufthansa,LH 965,"Milan, Italy","Brussels, Belgium",15:45,17:45,2h 0m
EasyJet,U2 126,"Milan, Italy","Brussels, Belgium",17:00,19:00,2h 0m
KLM,KL 958,"Milan, Italy","Brussels, Belgium",15:30,17:30,2h 0m
Ryanair,FR 427,"Milan, Italy","Brussels, Belgium",13:30,15:30,2h 0m
British Airways,BA 431,"Milan, Italy","Bruges, Belgium",22:45,00:45,2h 0m
KLM,KL 821,"Milan, Italy","Bruges, Belgium",12:15,14:15,2h 0m
Ryanair,FR 661,"Milan, Italy","Bruges, Belgium",21:45,23:45,2h 0m
British Airways,BA 122,"Milan, Italy","Bruges, Belgium",06:00,08:00,2h 0m
Lufthansa,LH 125,"Milan, Italy","Amsterdam, Netherlands",13:15,15:15,2h 0m
British Airways,BA 220,"Milan, Italy","Amsterdam, Netherlands",11:30,13:30,2h 0m
EasyJet,U2 755,"Milan, Italy","Amsterdam, Netherlands",17:15,19:15,2h 0m
EasyJet,U2 477,"Milan, Italy","Amsterdam, Netherlands",11:15,13:15,2h 0m
Ryanair,FR 938,"Milan, Italy","Rome, Italy",06:00,07:15,1h 15m
EasyJet,U2 996,"Milan, Italy","Rome, Italy",12:15,13:30,1h 15m
EasyJet,U2 770,"Milan, Italy","Rome, Italy",13:45,15:00,1h 15m
British Airways,BA 790,"Milan, Italy","Rome, Italy",16:15,17:30,1h 15m
Lufthansa,LH 280,"Milan, Italy","Florence, Italy",10:30,12:00,1h 30m
EasyJet,U2 119,"Milan, Italy","Florence, Italy",15:30,17:00,1h 30m
KLM,KL 236,"Milan, Italy","Florence, Italy",08:15,09:45,1h 30m
Ryanair,FR 775,"Milan, Italy","Florence, Italy",16:30,18:00,1h 30m
Ryanair,FR 406,"Milan, Italy","Venice, Italy",07:00,08:00,1h 0m
KLM,KL 791,"Milan, Italy","Venice, Italy",12:00,13:00,1h 0m
British Airways,BA 584,"Milan, Italy","Venice, Italy",11:45,12:45,1h 0m
Lufthansa,LH 364,"Milan, Italy","Venice, Italy",21:00,22:00,1h 0m
British Airways,BA 661,"Milan, Italy","Barcelona, Spain",06:45,07:45,1h 0m
British Airways,BA 815,"Milan, Italy","Barcelona, Spain",07:15,08:15,1h 0m
Ryanair,FR 682,"Milan, Italy","Barcelona, Spain",15:30,16:30,1h 0m
Ryanair,FR 606,"Milan, Italy","Barcelona, Spain",13:45,14:45,1h 0m
EasyJet,U2 198,"Milan, Italy","Madrid, Spain",09:15,10:30,1h 15m
British Airways,BA 771,"Milan, Italy","Madrid, Spain",11:15,12:30,1h 15m
EasyJet,U2 572,"Milan, Italy","Madrid, Spain",17:00,18:15,1h 15m
EasyJet,U2 485,"Milan, Italy","Madrid, Spain",14:00,15:15,1h 15m
EasyJet,U2 147,"Milan, Italy","Lisbon, Portugal",08:00,09:15,1h 15m
British Airways,BA 744,"Milan, Italy","Lisbon, Portugal",21:30,22:45,1h 15m
Lufthansa,LH 226,"Milan, Italy","Lisbon, Portugal",11:45,13:00,1h 15m
Lufthansa,LH 793,"Milan, Italy","Lisbon, Portugal",11:45,13:00,1h 15m
KLM,KL 192,"Milan, Italy","Zurich, Switzerland",19:45,21:00,1h 15m
Ryanair,FR 232,"Milan, Italy","Zurich, Switzerland",06:15,07:30,1h 15m
British Airways,BA 949,"Milan, Italy","Zurich, Switzerland",12:30,13:45,1h 15m
Ryanair,FR 650,"Milan, Italy","Zurich, Switzerland",14:30,15:45,1h 15m
EasyJet,U2 165,"Milan, Italy","Berlin, Germany",11:45,13:45,2h 0m
British Airways,BA 692,"Milan, Italy","Berlin, Germany",16:15,18:15,2h 0m
British Airways,BA 849,"Milan, Italy","Berlin, Germany",06:30,08:30,2h 0m
British Airways,BA 899,"Milan, Italy","Berlin, Germany",15:15,17:15,2h 0m
Lufthansa,LH 450,"Milan, Italy","Munich, Germany",09:00,11:00,2h 0m
EasyJet,U2 183,"Milan, Italy","Munich, Germany",17:00,19:00,2h 0m
KLM,KL 296,"Milan, Italy","Munich, Germany",17:15,19:15,2h 0m
Ryanair,FR 390,"Milan, Italy","Munich, Germany",07:30,09:30,2h 0m
British Airways,BA 732,"Milan, Italy","Paris, France",09:15,11:15,2h 0m
Ryanair,FR 223,"Milan, Italy","Paris, France",19:00,21:00,2h 0m
Lufthansa,LH 852,"Milan, Italy","Paris, France",08:15,10:15,2h 0m
Ryanair,FR 789,"Milan, Italy","Paris, France",19:15,21:15,2h 0m
British Airways,BA 130,"Milan, Italy","Istanbul, Turkey",19:15,23:15,4h 0m
Ryanair,FR 892,"Milan, Italy","Istanbul, Turkey",07:45,11:45,4h 0m
KLM,KL 298,"Milan, Italy","Istanbul, Turkey",22:00,02:00,4h 0m
EasyJet,U2 126,"Milan, Italy","Istanbul, Turkey",18:30,22:30,4h 0m
British Airways,BA 840,"Milan, Italy","Athens, Greece",11:15,14:15,3h 0m
British Airways,BA 557,"Milan, Italy","Athens, Greece",22:00,01:00,3h 0m
KLM,KL 506,"Milan, Italy","Athens, Greece",22:15,01:15,3h 0m
Lufthansa,LH 224,"Milan, Italy","Athens, Greece",18:30,21:30,3h 0m
Ryanair,FR 566,"Milan, Italy","Oslo, Norway",09:15,12:15,3h 0m
Ryanair,FR 153,"Milan, Italy","Oslo, Norway",08:45,11:45,3h 0m
EasyJet,U2 928,"Milan, Italy","Oslo, Norway",06:15,09:15,3h 0m
EasyJet,U2 295,"Milan, Italy","Oslo, Norway",15:30,18:30,3h 0m
Lufthansa,LH 924,"Milan, Italy","Copenhagen, Denmark",13:30,17:00,3h 30m
British Airways,BA 701,"Milan, Italy","Copenhagen, Denmark",19:15,22:45,3h 30m
EasyJet,U2 506,"Milan, Italy","Copenhagen, Denmark",16:45,20:15,3h 30m
Ryanair,FR 309,"Milan, Italy","Copenhagen, Denmark",09:00,12:30,3h 30m
British Airways,BA 662,"Milan, Italy","Budapest, Hungary",16:00,19:00,3h 0m
EasyJet,U2 625,"Milan, Italy","Budapest, Hungary",18:30,21:30,3h 0m
Ryanair,FR 709,"Milan, Italy","Budapest, Hungary",15:00,18:00,3h 0m
KLM,KL 737,"Milan, Italy","Budapest, Hungary",16:30,19:30,3h 0m
Ryanair,FR 825,"Milan, Italy","Krakow, Poland",22:45,02:15,3h 30m
EasyJet,U2 502,"Milan, Italy","Krakow, Poland",17:30,21:00,3h 30m
EasyJet,U2 466,"Milan, Italy","Krakow, Poland",07:15,10:45,3h 30m
EasyJet,U2 888,"Milan, Italy","Krakow, Poland",17:00,20:30,3h 30m
